costs_miMo,costs_original
25.461960940559493,26.28752588785965
33.73280320713715,39.466418298705186
29.592471841897385,16.849076534430672
26.565676621680225,27.457692748672756
52.2058382947576,40.35703865907422
46.30218375444911,30.89338540241825
22.81892165466248,20.672036785045808
85.91247328281523,52.8531518613134
83.65356912798812,68.3352947047869
39.065302244218174,40.197824042284644
23.835889164619093,37.191706333400745
15.259884017705565,14.914667046404222
55.53508894774849,15.192407155258442
24.887560983957332,24.84567987509112
60.51164310791011,41.71661224892067
49.94621011894703,29.091004564142953
54.520659338642936,53.701441099206804
67.16121722821657,52.74529016791613
26.66773757746223,28.118765452581137
45.03618601671074,15.107316330411633
21.728766530854692,19.96029368372801
31.257775631044254,34.69373128279456
41.50662442189296,62.554033529956776
214.44821251865466,271.66065103310916
49.52901935514033,37.90746646524078
21.673279833299947,22.460932215547025
61.667851363950106,55.79926757938485
36.65750301754788,12.675148179418503
17.207259795088536,20.430293293746423
33.7230045331562,32.16245979877022
39.12423437326726,35.651363292656434
47.76068958513793,35.18083852122395
25.015935551362922,31.62980215963544
32.99526817534784,49.19712416103324
30.55276544460588,26.536833616572874
40.65892470570516,22.958618707571148
39.16432751557527,33.303317344228894
45.89711213722832,34.64151617671854
43.418485448663,23.988486322979252
30.48749742398721,37.84531310156596
38.61835587735097,26.037534776154885
31.626266816144412,28.349004593233044
33.92495276718171,32.19373019395827
30.56983222621997,31.115593672117242
27.115422328814823,28.053653967378832
46.217644143840865,46.56927126729522
36.241924998860895,26.67154981140996
29.474784414417332,25.954387257510916
67.66625147543958,54.13009828609507
59.69043367346924,48.71282861338234
78.30457654450322,77.53194281814321
59.48199444926965,58.533639727508096
36.86128701767807,35.64794398698253
45.58099781359122,15.249526564571577
42.07440980597915,48.746955488690155
26.273664530457747,20.66305308923674
30.77215446532694,11.176933706612871
34.10837916274451,27.07843097899287
34.8433623328578,45.40343699960551
17.531364711362112,8.33471653671687
37.340217511515334,20.029242735109833
64.11622634626183,59.1521394429536
21.97673932223544,20.225547428185774
76.92351628055597,58.69401635213038
51.31753982291483,18.457580289037363
38.61973637586943,27.80677522946684
23.195729362616447,19.83194296452212
24.561833789112338,22.573434541330485
47.21458409725771,29.85734045117964
35.25651223277414,25.022078271812315
48.50967444365487,45.346194226381954
31.67784486664418,33.18589745122409
35.41186370960893,30.593636941296136
35.929814331676624,31.170611994180806
36.456911088026565,34.7871096620858
99.98557718430546,48.268181771351344
33.24681499986887,14.076815426943423
65.65802569107834,24.985958052461623
22.027867358803345,18.668734588158774
33.845737144771704,30.398911536259185
56.01952876648322,48.70534137675695
31.29812119017336,27.591583512066073
33.890974216231996,43.46611561522018
47.01042752890629,64.19575757787808
36.22897978636372,14.12601520064953
29.26989686232899,17.282312221054326
26.122661978321208,14.233781315103805
40.84144415706231,29.07555924538347
23.442915474920532,23.31872100309502
20.59068070054583,26.689199979179058
22.65443588785964,23.26992495979667
20.75588052022534,25.716638622136312
11.441907218316166,8.652573935486222
15.449429696098353,13.766669034089215
26.238482057940722,6.4775594918650485
32.12780627372603,34.46158039882171
40.78859420351711,47.955036721824065
32.59149735241836,34.08036531321944
41.39831917137073,26.64026046907591
43.79175443671376,43.750500330094326
31.80239445923553,33.76056415224085
33.827760458285056,36.5964103068892
21.92231204414525,16.243154137704618
12.413806778359811,10.712623358603306
55.3252105010409,54.913519062313625
44.77670958445665,31.011920208998493
39.84450399765976,30.28153799470323
53.949934324037855,63.170970269588224
35.66530917463183,45.004323890235554
34.19881564316891,35.17299809468429
42.13697793830004,34.42726672646305
44.29709269605524,41.43927258989675
55.32252232481236,41.990908472145264
49.67431835574151,62.307334216907286
48.444756414901775,57.45800078391154
49.48686079205863,57.76230987687477
31.818833531747007,33.80839977166157
48.69579137943128,42.73309069576421
46.02982763609591,13.380002437489457
65.48404185486226,79.07146698096454
22.8136758634721,31.013896694464602
27.684950380448424,27.293763993305113
26.338834348987675,29.153904864379978
57.24448615394199,58.556101681971384
106.2495563146802,154.20124296241363
94.35535146162455,21.938729037878954
38.95977591376342,31.250162886003896
29.057654287767846,25.331480496757457
35.41107299165316,36.0242341608682
48.65656307215981,44.5377272997952
78.53770260535778,77.79522569844914
68.71214594440877,66.84257150693055
138.32312203583285,135.5662934531683
94.2051585746395,24.109283976793876
79.17872129982989,15.686024656777743
64.30610436668006,58.152256918135826
