costs_miMo,costs_original
28.563656615674102,20.70774868720621
22.990779917956477,40.781289740463095
27.635103123328737,43.9265105399353
21.83142165362755,18.62911457165642
43.11456557089273,59.80014943862818
58.42626553088755,44.93139368407453
38.56325147339239,81.33103513539658
67.21701365878835,61.770865986297764
48.80793444102549,56.70128880592967
25.488966619908048,25.292067251203658
39.57930772056457,30.58765985560973
25.026038860893173,28.067127364396747
36.6975957382524,25.272292473108205
27.876422547569724,26.876295958147672
62.64344396452412,74.37140738384414
53.41687306887577,48.47550349537843
59.44094722226505,32.56577180829284
28.869268920207382,41.49794142508395
38.40508191319783,42.606993274578016
67.00004685793972,35.86326635487814
25.978662972274925,22.68491289131601
46.69224257910794,33.91064325884623
22.173051734091686,17.736947691615097
24.335054781858982,29.003928543875
52.63489464420481,73.23349208078541
33.075509910709556,31.70563246591725
43.2669148538905,49.23603560423532
79.1744738932922,59.34434642836357
46.11571450783183,74.1322783005832
21.13245171075201,20.74388953537578
50.55454277424256,34.032342303814424
24.199239233234852,72.5097018810278
46.677958494206386,27.73900066716302
35.86259271145447,33.04713396507758
49.04996066607882,107.84367307492032
42.53269062116796,30.068542427245394
57.61478317838952,36.368085958676126
51.11871344398062,28.046391116941003
25.176453765848606,25.397303663511707
47.89602331599289,210.07094394843105
41.64757127898624,73.797692437654
57.27512018184272,32.39066041968491
80.11285200730484,77.4033352920019
37.556137133412065,39.04673426958806
40.370994896944296,31.073762633900508
27.279575646385783,110.76342870453395
111.19418903666217,92.1239553170621
76.05261502749048,43.50509730848505
96.15077379658935,86.72024418572273
63.478312687387245,47.69860262523977
32.035526110304794,44.205888030031865
39.245876541612894,46.61237839329405
