costs_miMo,costs_original
59.35658560308503,57.63097629324597
177.5408897677223,203.64689535840904
36.41781345280512,51.74662422741584
74.39653182317323,71.24454542815425
124.11349505401277,121.7947668471841
165.11304205633377,150.1366371306159
35.46181697787182,37.91503873308168
44.369935823172185,57.11133849044766
141.56173692767445,123.8394056357869
47.24218204536048,40.71215354419602
31.296162166154552,38.32829497269294
84.6610446670969,64.95292465264373
40.16277373976215,52.535341622137636
58.04469313288114,55.056795356202024
74.05213555410214,58.452769637378566
201.94776286281285,106.94383991094186
86.9454410079667,86.67241126779477
106.11754192131197,151.58035881812705
81.61776168686174,107.92746840240294
60.9327746552034,58.55954748120985
135.80948027023737,94.35666346387195
88.71156076457554,78.54698336343904
45.263482213599374,47.63498844732661
57.332643619400464,46.5672840763698
81.18068600881935,92.84895771977686
136.76875014321183,158.5305526917311
178.3028150181872,137.12206822249382
142.10127631019907,113.22153189921009
87.81599494056084,132.24066280493946
114.16812295763576,88.87092278359388
51.175806561301926,55.06072718161976
