costs_miMo,costs_original
69.38040277411193,57.63097629324597
39.625139437792726,51.74662422741584
51.67284513919781,71.24454542815425
52.33129240459614,121.7947668471841
51.935659108250505,150.1366371306159
35.01331576741424,37.91503873308168
108.78623453338088,123.8394056357869
71.77560699441331,56.944463109773594
41.11269312602804,29.848196653694824
54.75808210873196,38.32829497269294
43.784116812957905,64.95292465264373
34.85272490223842,40.97224221195721
59.13178237395803,52.13163386008145
49.49587231624703,55.056795356202024
98.54724786084377,106.94383991094186
92.99490908771722,151.58035881812705
41.605988744852404,54.739200508226716
42.57787328736655,58.55954748120985
44.153154786597064,47.63498844732661
38.20082150199361,46.5672840763698
33.37245179123695,92.84895771977686
88.35852423844946,158.5305526917311
140.94392684612242,137.12206822249382
143.31569554496298,113.22153189921009
55.82460046094048,55.06072718161976
