costs_miMo,costs_original
48.46058646849036,57.63097629324597
34.330586408337716,51.74662422741584
54.84087828288149,71.24454542815425
69.45473107661793,121.7947668471841
67.29233165362876,150.1366371306159
32.40083483961148,37.91503873308168
95.28582416949028,123.8394056357869
62.172155625241636,56.944463109773594
29.578939512117493,29.848196653694824
31.40076963220445,38.32829497269294
64.01603698371014,64.95292465264373
38.262106088473885,40.97224221195721
46.706273871030575,52.13163386008145
40.08193124485211,55.056795356202024
106.8427559937517,106.94383991094186
81.61310813013046,151.58035881812705
31.67034456087559,54.739200508226716
32.4278969032614,58.55954748120985
42.649507447562215,47.63498844732661
39.177420725657974,46.5672840763698
49.05295629311903,92.84895771977686
83.22031634744137,158.5305526917311
149.58792828931453,137.12206822249382
144.13992977321234,113.22153189921009
75.97789614965406,55.06072718161976
